zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
early,4,4,2,low,corner,348,165,0,89,277,play_frontside
early,5,3,3,mid,center,453,213,0,75,428,play_frontside
late,11,3,2,low,edge,463,178,0,33,432,drop_low
early,1,4,3,high,center,488,265,0,11,87,take_height
mid,10,3,3,low,corner,356,193,0,76,210,drop_low
early,5,2,0,low,center,268,280,0,79,219,drop_low
late,15,1,0,low,corner,137,265,1,57,250,stick_deadside
mid,10,4,3,mid,center,62,203,0,26,84,stabilize_box
early,1,5,3,low,edge,109,94,0,88,19,play_frontside
mid,6,1,1,mid,center,452,360,1,26,535,stabilize_box
mid,6,1,0,mid,center,429,247,0,54,380,stabilize_box
late,14,3,1,low,center,203,238,0,27,389,drop_low
early,3,4,2,low,corner,249,132,1,100,563,play_frontside
late,12,1,0,high,corner,258,255,1,91,509,stick_deadside
late,12,1,1,mid,edge,302,197,0,54,268,drop_low
late,15,3,1,mid,center,216,172,1,2,92,drop_low
mid,10,3,2,mid,corner,110,62,0,87,421,drop_low
mid,7,3,1,low,corner,224,199,0,9,290,drop_low
mid,9,1,0,low,center,309,190,0,72,80,drop_low
late,12,3,3,low,edge,73,122,0,64,319,look_for_refresh
mid,9,1,0,high,edge,444,173,0,65,438,drop_low
mid,10,1,0,high,corner,248,79,0,21,234,stick_deadside
mid,8,3,1,mid,edge,133,65,0,26,310,drop_low
mid,8,4,2,low,center,15,328,0,15,6,look_for_refresh
late,13,1,0,low,center,234,382,0,43,391,drop_low
early,2,3,3,low,center,334,262,0,89,68,play_frontside
late,12,3,3,mid,corner,158,85,0,39,525,drop_low
mid,6,3,3,low,edge,66,123,0,16,422,look_for_refresh
late,12,1,1,high,corner,165,249,0,35,229,stick_deadside
mid,10,1,1,mid,corner,94,73,0,23,366,stick_deadside
mid,7,4,4,high,edge,33,71,0,12,467,take_height
late,15,1,0,high,center,124,170,1,56,269,drop_low
mid,9,1,0,high,edge,101,113,0,52,95,drop_low
late,15,1,0,mid,center,340,193,1,19,172,drop_low
mid,7,3,3,mid,center,200,175,0,98,394,drop_low
mid,8,4,4,mid,edge,31,182,0,62,520,look_for_refresh
mid,7,1,1,mid,corner,375,286,0,8,467,stick_deadside
mid,6,1,0,mid,edge,43,194,0,87,323,look_for_refresh
mid,7,2,0,high,corner,258,87,1,11,250,drop_low
early,4,2,0,mid,edge,383,70,0,43,67,drop_low
mid,9,3,3,high,corner,46,136,1,98,35,take_height
early,4,4,2,high,center,306,221,1,69,381,take_height
late,13,1,0,low,edge,474,187,0,37,85,drop_low
late,12,1,0,low,center,344,397,1,25,430,drop_low
mid,6,2,2,mid,edge,230,88,0,88,555,drop_low
mid,6,2,0,mid,edge,235,54,0,24,240,drop_low
mid,10,1,0,high,edge,370,191,1,34,302,drop_low
mid,6,4,3,mid,edge,308,182,0,82,40,drop_low
late,12,2,2,mid,center,287,360,0,12,155,stabilize_box
late,15,2,0,mid,corner,356,51,0,42,148,drop_low
mid,9,4,4,low,corner,495,244,0,79,12,drop_low
late,15,2,0,mid,corner,408,261,0,12,535,stabilize_box
mid,9,3,3,high,corner,30,251,1,29,12,take_height
late,13,2,0,low,center,61,201,0,93,117,look_for_refresh
early,1,2,0,mid,corner,269,262,0,20,108,stabilize_box
mid,10,3,2,mid,corner,440,89,0,79,39,drop_low
mid,7,3,3,low,corner,411,186,0,3,554,drop_low
mid,6,1,0,low,edge,336,77,0,80,48,drop_low
early,2,2,1,high,center,217,288,1,61,347,take_height
late,12,3,2,mid,center,383,164,0,83,478,drop_low
early,5,3,3,low,edge,428,83,0,71,547,play_frontside
mid,8,4,4,low,corner,469,181,0,100,18,drop_low
early,5,5,4,mid,edge,16,59,0,22,127,play_frontside
mid,7,3,3,mid,center,178,160,1,79,332,drop_low
mid,7,2,2,mid,corner,147,151,0,73,2,drop_low
mid,8,2,2,low,center,199,187,0,17,53,drop_low
early,1,3,1,high,edge,458,116,0,97,60,take_height
early,4,3,3,mid,center,149,372,0,2,547,play_frontside
mid,10,2,2,low,edge,356,151,0,7,297,drop_low
late,14,3,2,mid,corner,165,258,1,95,277,stabilize_box
late,11,2,1,mid,corner,67,185,0,14,463,look_for_refresh
early,5,3,2,high,corner,193,122,1,4,260,take_height
mid,8,3,3,high,corner,263,147,0,45,132,take_height
early,1,3,3,low,corner,155,130,0,63,236,play_frontside
early,1,2,1,high,edge,458,145,1,10,55,take_height
mid,7,1,0,high,corner,194,284,1,45,83,stick_deadside
mid,10,1,0,high,center,187,287,0,86,510,drop_low
early,2,4,2,low,center,480,119,0,88,288,play_frontside
early,5,2,0,mid,edge,496,52,0,44,380,drop_low
early,4,5,5,low,edge,474,97,1,55,314,play_frontside
late,14,1,1,high,edge,136,55,0,18,457,drop_low
late,15,3,2,low,edge,54,37,0,11,191,look_for_refresh
early,5,2,0,mid,edge,199,138,0,54,217,drop_low
early,5,4,4,low,edge,371,70,0,1,245,play_frontside
late,13,1,0,low,edge,375,191,0,53,32,drop_low
late,14,2,0,mid,corner,202,88,0,96,261,drop_low
mid,10,3,3,high,center,64,272,0,80,157,take_height
early,4,4,2,mid,center,303,100,0,78,135,play_frontside
early,5,2,1,high,center,269,124,0,33,266,take_height
mid,10,3,2,low,corner,24,101,0,7,395,look_for_refresh
mid,8,1,1,mid,center,158,300,1,83,53,stabilize_box
early,4,3,1,mid,edge,158,170,1,25,312,play_frontside
mid,7,1,0,low,corner,260,196,0,69,40,stick_deadside
early,4,4,2,mid,edge,444,64,1,49,186,play_frontside
late,13,1,0,mid,edge,263,129,1,74,247,drop_low
mid,6,3,2,mid,edge,223,108,1,4,588,drop_low
early,4,3,1,mid,edge,117,74,1,24,594,play_frontside
mid,10,1,1,mid,edge,471,143,1,46,411,drop_low
mid,9,4,4,low,center,44,271,0,70,387,look_for_refresh
late,14,2,2,low,corner,390,219,0,12,227,drop_low
mid,7,2,0,mid,center,269,133,0,62,423,drop_low
mid,8,4,2,low,edge,236,169,0,84,534,drop_low
mid,8,2,0,low,edge,425,30,0,90,209,drop_low
mid,10,1,1,mid,edge,229,150,0,76,476,drop_low
late,11,2,0,mid,corner,149,178,1,62,445,drop_low
mid,10,4,4,low,center,63,240,0,97,422,look_for_refresh
mid,10,1,0,mid,corner,295,213,0,62,325,stick_deadside
early,3,2,2,mid,corner,274,146,1,76,342,drop_low
mid,8,4,4,low,corner,284,71,0,58,273,drop_low
late,15,2,2,high,corner,345,162,1,38,331,take_height
late,14,2,0,mid,edge,423,24,0,68,470,drop_low
early,3,5,5,mid,corner,458,275,0,17,428,play_frontside
early,4,2,1,mid,corner,119,131,1,10,300,drop_low
late,12,1,0,low,edge,54,24,0,83,494,look_for_refresh
late,14,1,0,mid,center,288,194,1,43,234,drop_low
early,5,3,2,mid,corner,341,52,1,33,183,play_frontside
mid,7,4,3,high,corner,270,221,1,37,91,take_height
mid,9,4,3,high,corner,221,167,0,28,109,take_height
late,15,2,2,mid,corner,204,193,1,46,505,drop_low
early,1,5,3,low,corner,128,188,1,2,13,play_frontside
early,3,4,2,low,center,203,137,0,46,461,play_frontside
late,11,1,0,low,corner,52,228,0,38,179,stick_deadside
early,1,3,3,mid,center,477,182,0,38,182,play_frontside
mid,9,3,2,low,edge,267,124,0,21,478,drop_low
mid,10,2,1,mid,center,185,126,0,23,97,drop_low
mid,7,3,2,low,edge,451,39,0,33,209,drop_low
mid,6,2,1,high,center,305,224,1,90,425,take_height
mid,6,1,0,low,center,108,375,0,43,44,drop_low
early,4,5,3,high,edge,446,53,1,94,472,take_height
mid,7,2,2,high,corner,452,221,1,68,136,take_height
late,14,2,2,mid,corner,205,57,1,70,541,drop_low
late,13,1,0,mid,center,456,157,1,98,542,drop_low
early,2,5,3,mid,center,126,395,0,64,248,play_frontside
early,5,4,3,mid,edge,173,59,1,84,220,play_frontside
mid,7,3,1,low,edge,305,191,0,64,559,drop_low
mid,6,4,2,low,center,399,186,0,37,446,drop_low
mid,9,4,4,mid,center,407,198,0,79,144,drop_low
mid,10,4,4,mid,center,472,223,0,23,74,stabilize_box
early,5,3,1,mid,edge,134,93,0,73,29,play_frontside
early,1,3,3,low,edge,366,93,0,34,121,play_frontside
mid,7,1,0,mid,edge,298,57,0,34,15,drop_low
mid,7,2,0,low,corner,373,220,0,27,220,drop_low
early,3,3,1,low,edge,156,127,0,80,307,play_frontside
mid,6,3,1,low,corner,469,163,1,4,472,drop_low
mid,6,3,2,low,corner,180,132,0,92,349,drop_low
late,15,3,1,low,edge,319,173,0,81,2,drop_low
late,12,3,3,high,corner,210,119,0,76,32,take_height
mid,6,2,1,low,edge,476,30,0,69,310,drop_low
early,2,5,3,mid,corner,361,166,0,99,265,play_frontside
mid,6,4,3,low,edge,357,147,0,100,275,drop_low
early,2,3,2,high,corner,357,54,1,94,354,take_height
mid,10,3,3,mid,center,389,172,0,63,442,drop_low
late,13,1,1,low,corner,360,156,0,78,397,stick_deadside
mid,10,1,1,mid,center,70,182,0,14,157,look_for_refresh
late,14,3,1,mid,corner,493,222,0,66,194,stabilize_box
mid,7,3,1,mid,center,150,175,0,28,507,drop_low
early,4,2,2,low,corner,179,222,0,21,74,drop_low
mid,10,1,1,high,corner,234,85,0,79,287,stick_deadside
mid,8,4,2,mid,corner,243,186,1,87,584,drop_low
mid,9,3,3,low,center,283,104,0,10,425,drop_low
mid,10,2,1,mid,edge,230,58,0,26,384,drop_low
early,4,5,4,mid,edge,374,92,0,35,543,play_frontside
late,12,3,2,high,corner,240,222,0,34,13,take_height
early,4,4,2,mid,center,337,367,0,2,71,play_frontside
late,14,3,3,mid,edge,122,158,1,95,51,drop_low
late,13,1,0,low,corner,258,229,0,43,577,stick_deadside
late,12,1,0,high,center,479,167,1,44,557,drop_low
mid,9,1,1,mid,center,458,206,0,44,565,stabilize_box
mid,6,4,4,low,corner,57,113,0,43,441,look_for_refresh
late,14,2,1,low,corner,360,114,0,52,282,drop_low
mid,6,3,3,low,corner,93,122,1,5,144,look_for_refresh
mid,6,4,4,high,center,173,134,1,19,272,take_height
mid,7,2,1,low,corner,96,115,0,30,482,look_for_refresh
mid,8,4,3,mid,corner,474,181,0,49,438,drop_low
mid,7,2,2,low,corner,182,206,0,63,347,drop_low
mid,10,3,1,mid,corner,403,53,0,81,52,drop_low
mid,10,1,0,mid,corner,402,173,0,29,595,stick_deadside
late,14,2,1,high,edge,439,172,0,76,455,take_height
early,4,2,2,mid,corner,154,141,1,72,506,drop_low
late,13,2,1,high,center,259,300,0,79,588,take_height
mid,10,4,2,mid,center,460,387,0,53,366,stabilize_box
late,14,3,1,low,center,42,360,0,98,114,look_for_refresh
mid,8,2,2,low,center,330,258,0,28,570,drop_low
late,12,3,2,mid,corner,157,119,0,85,453,drop_low
early,5,3,2,high,edge,203,70,0,53,455,take_height
late,13,1,0,high,center,135,356,1,17,496,drop_low
early,4,2,1,low,edge,409,138,0,82,346,drop_low
late,12,2,1,low,center,466,312,0,24,189,drop_low
late,12,3,2,low,edge,407,94,0,88,560,drop_low
mid,10,4,4,high,edge,138,41,1,76,574,take_height
early,5,3,1,high,edge,172,188,1,65,208,take_height
late,13,1,0,high,center,475,158,1,36,484,drop_low
mid,6,4,4,mid,center,138,277,1,32,69,stabilize_box
late,12,1,0,mid,edge,180,133,0,69,69,drop_low
early,2,4,3,mid,edge,334,169,0,26,52,play_frontside
early,3,4,2,low,edge,84,151,1,56,558,play_frontside
late,11,2,2,mid,corner,495,179,0,67,145,drop_low
mid,10,1,0,low,edge,265,60,0,33,489,drop_low
late,11,1,0,low,corner,225,252,0,39,597,stick_deadside
mid,7,1,1,high,center,240,262,1,84,30,drop_low
mid,7,3,2,high,corner,246,201,0,58,435,take_height
mid,6,2,0,mid,corner,105,126,0,12,545,drop_low
mid,7,3,2,mid,edge,192,65,0,84,362,drop_low
mid,6,1,0,mid,corner,409,221,1,81,249,stick_deadside
mid,10,2,2,mid,center,130,278,0,43,37,stabilize_box
mid,10,4,2,high,center,204,193,0,72,15,take_height
mid,9,2,2,high,corner,259,122,1,13,445,take_height
late,14,1,0,mid,corner,120,299,0,73,93,stick_deadside
early,5,2,0,low,center,456,225,0,83,237,drop_low
mid,10,2,1,low,corner,81,155,0,90,576,look_for_refresh
early,4,4,3,mid,edge,489,158,0,5,64,play_frontside
mid,8,1,0,low,edge,415,54,0,45,304,drop_low
mid,10,3,1,high,corner,449,60,1,89,226,take_height
early,5,4,3,low,corner,61,129,0,5,303,play_frontside
early,2,5,3,low,center,474,326,0,23,192,play_frontside
early,5,4,3,mid,edge,164,136,0,35,323,play_frontside
mid,6,4,4,high,corner,329,58,1,96,273,take_height
late,13,1,0,low,corner,310,244,0,54,435,stick_deadside
early,5,2,1,mid,center,204,216,0,49,427,stabilize_box
mid,10,3,3,mid,edge,35,182,1,70,126,look_for_refresh
mid,9,1,0,low,center,236,117,0,78,204,drop_low
mid,7,2,2,mid,center,406,335,1,93,484,stabilize_box
late,11,1,0,mid,edge,218,52,0,37,539,drop_low
mid,6,3,3,mid,center,423,254,0,22,90,stabilize_box
mid,10,4,3,high,edge,230,72,1,84,559,take_height
early,2,3,2,low,center,343,217,0,8,40,play_frontside
early,5,2,0,low,edge,295,82,0,91,581,drop_low
mid,10,4,3,high,center,494,267,1,57,160,take_height
early,5,2,1,mid,edge,262,133,0,71,100,drop_low
mid,7,2,0,mid,center,437,317,0,60,508,stabilize_box
mid,6,4,2,high,edge,441,54,0,55,301,take_height
mid,6,4,3,low,corner,111,258,0,34,244,drop_low
early,3,5,4,mid,corner,274,197,0,41,336,play_frontside
mid,6,3,1,low,edge,185,180,1,28,506,drop_low
mid,9,3,1,low,corner,361,192,0,31,380,drop_low
late,15,2,2,low,center,193,288,0,21,549,drop_low
early,3,5,5,high,corner,333,103,0,74,143,take_height
late,12,2,2,low,edge,399,134,0,51,331,drop_low
mid,8,4,2,mid,corner,202,200,0,36,500,stabilize_box
mid,10,2,0,high,edge,354,69,0,77,265,drop_low
mid,7,1,0,mid,center,497,242,0,26,82,stabilize_box
early,1,3,3,mid,corner,495,291,0,98,137,play_frontside
early,5,5,4,mid,center,204,109,0,19,41,play_frontside
mid,10,1,0,low,corner,30,164,0,6,36,stick_deadside
mid,6,1,0,mid,corner,343,298,0,48,577,stick_deadside
late,15,3,1,mid,center,295,378,0,15,33,stabilize_box
mid,6,4,3,high,corner,66,87,1,49,577,take_height
early,4,5,4,high,edge,64,85,1,18,438,take_height
mid,9,1,0,high,corner,11,94,0,84,123,stick_deadside
mid,9,4,2,high,center,313,384,1,65,383,take_height
mid,9,2,0,mid,center,31,300,0,22,331,stabilize_box
mid,10,4,2,mid,center,150,309,0,60,176,stabilize_box
late,12,3,1,high,center,98,277,0,36,453,take_height
late,15,3,3,mid,center,377,185,1,82,74,drop_low
mid,8,1,0,high,edge,308,148,0,10,156,drop_low
mid,6,3,2,mid,center,84,392,0,20,528,stabilize_box
late,13,1,0,mid,corner,83,246,0,70,26,stick_deadside
mid,10,2,2,mid,center,314,290,0,61,54,stabilize_box
early,2,4,2,high,corner,245,74,0,59,206,take_height
mid,9,2,1,low,corner,174,127,0,22,193,drop_low
early,4,4,3,mid,center,226,284,1,68,29,play_frontside
mid,9,1,0,mid,center,373,229,0,4,268,stabilize_box
mid,7,2,2,low,center,300,264,0,83,69,drop_low
mid,7,4,2,high,edge,28,86,0,29,32,take_height
early,2,2,0,mid,corner,293,279,0,58,266,stabilize_box
mid,9,4,2,mid,corner,371,90,0,58,133,drop_low
mid,9,3,1,low,corner,377,238,0,54,283,drop_low
mid,8,3,1,mid,center,450,214,0,28,167,stabilize_box
mid,6,3,3,mid,center,380,106,0,77,16,drop_low
mid,6,3,2,mid,corner,454,221,0,39,250,stabilize_box
early,1,3,1,low,edge,436,116,0,57,463,play_frontside
early,2,3,2,high,center,386,121,1,64,583,take_height
late,11,2,1,mid,center,197,179,1,92,210,drop_low
late,12,2,0,mid,center,147,383,1,30,499,stabilize_box
mid,9,3,2,mid,center,344,202,0,86,595,stabilize_box
early,5,4,2,mid,center,361,316,0,50,209,play_frontside
mid,7,3,1,mid,corner,460,96,0,54,526,drop_low
mid,6,3,1,mid,corner,289,112,0,23,297,drop_low
late,13,1,1,mid,corner,211,226,0,18,586,stick_deadside
early,1,3,1,mid,center,393,357,0,81,473,play_frontside
early,3,5,3,mid,edge,437,60,1,54,172,play_frontside
mid,9,4,3,low,center,167,177,1,95,272,drop_low
mid,9,3,3,mid,corner,242,232,0,28,126,stabilize_box
mid,8,3,2,low,edge,124,80,0,8,536,drop_low
early,4,2,1,low,edge,234,81,0,32,277,drop_low
mid,7,1,0,high,edge,54,40,0,6,505,drop_low
late,15,2,2,mid,center,226,263,0,72,482,stabilize_box
late,13,2,2,mid,edge,496,62,1,86,412,drop_low
mid,10,4,2,mid,corner,127,65,0,40,435,drop_low
mid,6,2,2,high,corner,325,108,0,51,163,take_height
early,4,3,1,mid,corner,381,215,0,47,266,play_frontside
mid,9,4,4,high,edge,318,77,1,95,318,take_height
mid,10,1,1,mid,corner,368,299,0,70,98,stick_deadside
mid,10,1,0,high,center,290,104,1,68,120,drop_low
mid,6,3,3,high,center,111,334,1,7,562,take_height
early,5,5,5,high,corner,469,95,1,98,41,take_height
early,4,2,2,low,edge,141,149,0,27,47,drop_low
mid,7,3,2,low,corner,357,92,0,66,489,drop_low
early,5,3,1,low,center,221,294,0,54,516,play_frontside
early,5,3,2,low,edge,211,184,0,14,513,play_frontside
late,14,2,2,high,corner,296,215,0,93,267,take_height
mid,8,4,4,low,center,156,103,0,22,112,drop_low
mid,7,2,1,low,edge,267,67,0,69,11,drop_low
late,12,1,1,low,edge,269,146,0,56,14,drop_low
late,14,3,3,low,edge,344,131,0,82,481,drop_low
mid,8,3,1,low,corner,303,181,0,60,343,drop_low
late,14,1,1,high,center,42,126,0,51,73,drop_low
mid,9,3,1,mid,corner,27,119,0,16,61,look_for_refresh
mid,6,2,0,low,corner,369,109,0,6,280,drop_low
mid,9,4,3,mid,corner,169,254,0,1,27,stabilize_box
mid,10,1,0,mid,corner,489,287,0,12,291,stick_deadside
mid,10,3,3,low,edge,470,187,0,24,22,drop_low
mid,8,3,2,mid,corner,124,141,0,75,523,drop_low
early,3,2,0,mid,center,217,399,0,43,455,stabilize_box
mid,10,3,2,mid,center,170,153,0,34,186,drop_low
early,3,3,1,mid,center,299,261,0,93,485,play_frontside
mid,8,2,1,low,edge,316,125,0,96,76,drop_low
mid,8,2,2,high,corner,328,131,1,57,132,take_height
mid,6,4,3,high,center,471,380,0,21,493,take_height
late,15,2,2,high,center,56,169,1,40,194,take_height
late,13,3,2,low,corner,459,245,0,33,367,drop_low
mid,7,4,2,high,center,406,381,1,33,321,take_height
mid,6,4,3,high,edge,61,189,1,28,146,take_height
mid,10,4,3,high,corner,358,263,0,100,354,take_height
early,3,4,2,low,corner,61,134,0,65,499,play_frontside
early,1,4,2,mid,corner,180,97,0,76,365,play_frontside
mid,9,2,1,high,edge,115,51,1,46,296,take_height
mid,9,2,0,mid,edge,107,117,0,33,168,drop_low
mid,6,2,0,mid,center,454,337,0,69,179,stabilize_box
late,12,1,0,high,center,218,369,1,66,233,drop_low
early,4,4,4,mid,edge,140,85,0,36,393,play_frontside
early,3,3,2,mid,edge,231,71,0,88,257,play_frontside
late,15,1,0,mid,edge,461,51,0,54,332,drop_low
early,3,3,3,high,edge,232,182,0,50,138,take_height
mid,7,2,1,low,center,324,275,0,51,411,drop_low
mid,8,1,0,mid,center,136,121,0,52,403,drop_low
mid,9,3,1,mid,edge,447,194,0,21,224,drop_low
early,5,5,4,high,edge,334,160,1,30,22,take_height
early,2,4,4,mid,corner,135,158,1,15,587,play_frontside
early,3,3,3,high,corner,139,281,0,9,272,take_height
mid,8,3,1,high,edge,205,28,1,32,158,take_height
mid,7,3,2,low,corner,53,207,0,72,395,look_for_refresh
early,5,3,2,mid,edge,393,78,0,23,65,play_frontside
mid,7,1,0,low,center,303,340,0,27,6,drop_low
late,15,3,2,low,corner,197,99,0,42,589,drop_low
early,5,3,3,mid,corner,253,231,0,8,91,play_frontside
mid,10,1,1,high,corner,420,132,1,93,491,stick_deadside
mid,7,3,1,high,corner,100,135,1,11,291,take_height
mid,6,2,1,low,center,391,342,0,21,117,drop_low
mid,6,4,4,low,edge,24,35,0,44,225,look_for_refresh
mid,10,2,1,mid,edge,432,140,0,39,315,drop_low
late,14,2,2,mid,center,431,300,0,94,384,stabilize_box
late,15,3,3,low,center,191,126,0,33,526,drop_low
mid,7,2,0,high,center,328,188,1,67,188,drop_low
mid,10,1,0,high,center,451,368,0,55,490,drop_low
mid,8,1,0,mid,center,71,223,0,13,85,stabilize_box
mid,7,2,0,high,corner,87,110,0,36,386,drop_low
mid,7,4,2,mid,corner,283,196,0,87,120,drop_low
early,2,2,0,mid,corner,260,230,0,26,325,stabilize_box
mid,6,2,0,mid,corner,422,249,0,74,143,stabilize_box
mid,7,3,1,low,edge,80,134,0,38,306,look_for_refresh
mid,10,1,0,high,corner,450,106,1,100,474,stick_deadside
late,13,3,2,mid,edge,495,53,1,23,26,drop_low
early,2,4,2,mid,edge,33,151,0,8,242,play_frontside
mid,6,2,1,mid,edge,303,136,0,14,342,drop_low
early,4,3,2,low,edge,143,81,0,24,275,play_frontside
late,13,2,2,low,corner,413,249,0,82,549,drop_low
mid,10,2,0,mid,center,255,163,0,40,221,drop_low
mid,6,2,1,mid,corner,435,194,0,25,128,drop_low
mid,6,1,1,low,edge,493,146,0,84,432,drop_low
mid,7,1,1,mid,edge,211,197,0,25,463,drop_low
late,12,2,0,mid,edge,31,131,1,17,256,look_for_refresh
mid,10,2,0,mid,center,170,280,0,4,242,stabilize_box
mid,7,1,0,mid,edge,224,45,0,85,120,drop_low
late,15,1,0,high,corner,55,215,1,84,6,stick_deadside
mid,8,4,3,mid,corner,447,138,0,81,504,drop_low
early,1,2,1,mid,edge,114,184,0,99,492,drop_low
mid,9,3,1,low,center,179,181,0,41,592,drop_low
late,15,2,0,low,edge,444,119,0,60,111,drop_low
mid,10,2,1,low,corner,461,59,0,87,268,drop_low
early,5,3,1,mid,edge,94,43,1,85,396,play_frontside
mid,10,1,1,low,center,321,263,0,43,563,drop_low
mid,8,4,3,low,edge,86,36,0,54,48,look_for_refresh
early,5,5,5,high,edge,51,61,1,52,490,take_height
mid,6,1,1,low,edge,22,100,1,21,105,look_for_refresh
late,12,1,1,low,corner,319,214,0,24,70,stick_deadside
mid,8,3,3,low,edge,405,159,0,37,361,drop_low
mid,10,2,0,high,corner,481,283,1,82,1,drop_low
mid,7,4,2,low,corner,300,103,0,44,575,drop_low
early,5,3,1,mid,center,348,248,0,83,59,play_frontside
late,13,3,1,mid,edge,18,95,0,5,46,look_for_refresh
mid,8,2,1,mid,center,22,388,0,61,80,stabilize_box
mid,9,2,0,mid,edge,31,91,0,44,423,look_for_refresh
mid,6,3,2,high,edge,49,95,1,91,477,take_height
mid,6,2,2,low,corner,429,266,0,6,562,drop_low
mid,10,3,2,low,edge,382,53,0,78,305,drop_low
early,4,2,0,low,corner,485,271,1,3,410,drop_low
late,14,1,1,low,edge,136,23,0,65,417,drop_low
late,13,3,3,low,corner,178,178,0,31,363,drop_low
mid,8,2,0,low,center,272,158,0,55,276,drop_low
late,13,2,2,mid,center,231,392,0,45,229,stabilize_box
early,1,4,4,mid,corner,232,86,0,74,375,play_frontside
mid,6,3,3,mid,center,320,260,1,55,333,stabilize_box
mid,7,3,2,mid,corner,468,184,1,60,584,drop_low
mid,7,3,3,low,corner,130,89,0,31,480,drop_low
mid,8,3,3,low,corner,231,228,0,81,466,drop_low
mid,10,2,1,mid,center,88,338,0,39,382,stabilize_box
early,5,4,2,low,edge,406,25,0,48,267,play_frontside
mid,8,1,0,low,center,108,239,0,80,567,drop_low
early,4,4,3,mid,edge,492,133,0,27,230,play_frontside
mid,8,2,0,high,center,413,294,0,16,559,drop_low
early,4,4,2,mid,center,244,224,0,52,78,play_frontside
early,2,2,1,low,center,195,338,0,4,361,drop_low
mid,10,4,4,high,center,288,100,0,42,61,take_height
mid,10,1,0,mid,center,190,220,0,91,7,stabilize_box
late,11,3,3,mid,corner,302,65,1,54,271,drop_low
mid,10,3,1,high,edge,285,71,1,9,521,take_height
mid,10,1,1,mid,edge,385,139,0,25,213,drop_low
late,13,2,1,low,corner,412,70,0,88,165,drop_low
mid,9,4,3,mid,edge,245,114,0,58,231,drop_low
early,1,3,2,mid,corner,155,76,0,92,364,play_frontside
mid,6,3,2,mid,corner,77,176,0,18,15,look_for_refresh
late,13,1,0,mid,corner,454,280,1,44,118,stick_deadside
mid,10,4,3,high,edge,465,93,1,90,88,take_height
mid,7,3,3,high,edge,311,176,1,74,516,take_height
early,1,4,3,high,edge,487,166,0,49,114,take_height
early,2,2,1,high,corner,185,200,0,44,227,take_height
mid,7,1,0,high,center,29,346,0,98,244,drop_low
mid,8,1,0,low,edge,81,142,0,75,421,look_for_refresh
early,3,5,3,low,corner,462,280,0,78,2,play_frontside
late,13,3,1,mid,center,114,208,0,38,431,stabilize_box
late,15,1,0,high,corner,427,180,0,65,360,stick_deadside
mid,9,2,2,mid,corner,369,193,0,81,471,drop_low
late,15,3,3,mid,center,16,267,1,81,583,stabilize_box
early,4,5,4,low,center,315,167,0,10,580,play_frontside
mid,8,4,4,low,corner,62,219,0,63,147,look_for_refresh
mid,8,3,3,mid,corner,479,250,1,94,264,stabilize_box
late,14,2,2,low,corner,338,212,0,46,29,drop_low
late,15,2,2,mid,corner,276,248,0,97,137,stabilize_box
mid,6,4,2,low,corner,213,249,0,2,444,drop_low
late,15,3,1,low,center,401,151,0,20,348,drop_low
early,3,3,3,mid,center,41,321,1,96,330,play_frontside
late,11,3,3,mid,center,200,392,0,3,54,stabilize_box
late,14,3,1,mid,edge,192,99,0,36,76,drop_low
early,5,3,2,low,edge,196,81,0,5,292,play_frontside
mid,8,2,0,high,corner,328,85,1,20,457,drop_low
early,1,3,3,mid,corner,410,55,0,3,390,play_frontside
mid,7,2,2,mid,edge,163,136,0,3,41,drop_low
mid,7,3,3,mid,corner,60,61,0,100,446,look_for_refresh
mid,6,2,0,low,corner,298,152,0,70,107,drop_low
late,13,1,1,high,corner,35,236,1,100,393,stick_deadside
mid,6,1,0,mid,center,287,276,0,88,340,stabilize_box
mid,6,4,3,mid,center,460,138,0,47,104,drop_low
late,15,1,1,low,edge,360,99,0,37,41,drop_low
late,11,3,3,high,edge,343,167,0,8,4,take_height
early,1,4,3,high,center,219,316,0,80,10,take_height
late,13,2,0,low,center,262,345,0,1,561,drop_low
early,3,3,3,low,corner,491,253,0,78,74,play_frontside
late,15,1,1,high,corner,369,232,0,45,48,stick_deadside
mid,9,2,2,mid,corner,200,140,0,74,124,drop_low
early,5,3,3,high,corner,154,136,1,10,151,take_height
mid,6,2,1,mid,corner,50,260,0,86,489,stabilize_box
mid,6,3,1,mid,corner,85,262,0,95,393,stabilize_box
mid,6,2,1,mid,corner,304,227,1,68,450,stabilize_box
early,2,5,3,low,edge,170,177,0,43,228,play_frontside
mid,8,1,0,mid,center,297,327,0,87,267,stabilize_box
late,15,2,1,high,edge,158,115,1,41,259,take_height
mid,10,3,1,low,center,446,191,0,12,445,drop_low
early,5,5,5,mid,center,201,377,1,8,478,play_frontside
mid,7,4,4,mid,corner,343,277,0,45,145,stabilize_box
early,3,4,3,mid,corner,75,169,0,88,585,play_frontside
late,15,3,2,high,corner,186,192,1,1,30,take_height
late,13,2,1,high,edge,336,44,1,26,592,take_height
mid,7,4,4,low,edge,472,194,1,86,8,drop_low
mid,9,1,0,high,corner,40,100,0,89,169,stick_deadside
late,13,1,1,high,corner,357,211,1,31,5,stick_deadside
