zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
early,5,5,4,mid,center,292,166,1,81,447,play_frontside
early,4,3,2,mid,edge,365,77,1,26,38,play_frontside
mid,8,2,2,low,corner,249,282,0,13,46,drop_low
mid,6,3,1,mid,edge,61,154,0,86,220,look_for_refresh
early,2,3,2,high,corner,435,134,0,23,256,take_height
mid,10,2,1,high,edge,290,188,0,97,137,take_height
late,14,2,1,low,center,83,311,0,91,231,look_for_refresh
early,3,4,4,mid,corner,304,87,0,35,578,play_frontside
mid,6,1,0,low,corner,247,249,1,12,38,stick_deadside
mid,9,1,1,high,edge,176,95,0,9,155,drop_low
late,12,3,3,high,corner,149,145,0,98,503,take_height
early,3,5,4,mid,corner,148,185,0,78,105,play_frontside
mid,7,3,2,high,corner,378,285,1,67,255,take_height
late,13,1,1,mid,center,244,159,1,44,404,drop_low
late,11,3,3,mid,center,12,104,0,61,488,look_for_refresh
mid,9,4,3,low,corner,265,136,0,21,458,drop_low
mid,9,4,4,mid,corner,380,181,1,7,528,drop_low
mid,9,1,1,mid,corner,287,225,0,97,591,stick_deadside
late,14,3,2,mid,corner,13,101,0,99,525,look_for_refresh
mid,6,3,2,mid,center,401,336,0,11,370,stabilize_box
early,5,5,3,high,edge,279,77,1,45,102,take_height
late,15,2,1,low,corner,221,282,0,32,599,drop_low
mid,7,2,1,mid,center,225,365,0,86,541,stabilize_box
mid,9,4,3,mid,center,279,115,0,83,512,drop_low
early,2,4,2,mid,edge,485,32,0,36,389,play_frontside
mid,10,2,2,mid,edge,25,170,1,37,363,look_for_refresh
mid,8,2,1,low,edge,425,180,0,75,115,drop_low
mid,7,2,1,low,corner,73,162,0,41,343,look_for_refresh
early,4,3,1,mid,corner,248,258,0,77,74,play_frontside
mid,6,1,0,mid,corner,469,266,1,92,135,stick_deadside
late,15,1,0,low,corner,25,73,1,49,590,stick_deadside
early,5,2,2,mid,center,61,136,0,15,380,look_for_refresh
late,12,1,0,mid,edge,28,144,0,13,490,look_for_refresh
mid,8,1,1,mid,edge,334,130,0,53,125,drop_low
late,14,3,2,high,edge,405,90,0,33,38,take_height
late,12,1,0,low,center,102,105,0,72,310,drop_low
mid,9,4,3,low,center,270,264,0,32,106,drop_low
mid,8,3,1,high,corner,307,260,0,48,556,take_height
late,12,1,0,mid,corner,26,75,1,68,225,stick_deadside
mid,10,4,2,mid,edge,120,109,0,57,242,drop_low
mid,8,1,1,high,corner,337,51,0,62,397,stick_deadside
mid,9,1,0,high,center,369,228,1,82,153,drop_low
late,13,3,3,high,corner,497,51,0,87,536,take_height
late,15,1,0,mid,center,103,134,0,93,402,drop_low
late,15,2,0,mid,edge,19,126,0,2,146,look_for_refresh
mid,8,4,3,mid,corner,221,53,0,77,191,drop_low
late,14,2,1,low,edge,246,111,0,16,583,drop_low
early,2,2,0,mid,corner,263,87,0,8,201,drop_low
mid,6,2,1,low,center,25,331,0,19,12,look_for_refresh
early,3,2,1,high,edge,498,99,1,32,52,take_height
mid,7,3,3,mid,center,153,192,0,67,302,drop_low
mid,9,1,0,mid,edge,51,72,1,32,300,look_for_refresh
mid,10,1,1,mid,corner,12,101,0,85,521,stick_deadside
mid,6,1,0,low,center,416,177,0,25,140,drop_low
mid,9,3,3,low,center,479,362,0,53,100,drop_low
mid,8,3,1,mid,edge,386,158,0,81,485,drop_low
early,1,4,4,low,corner,165,203,0,25,137,play_frontside
mid,8,3,3,mid,edge,182,46,0,33,366,drop_low
early,3,2,1,high,center,493,313,1,31,534,take_height
early,2,2,0,high,corner,461,164,1,36,507,drop_low
mid,10,1,0,mid,center,495,124,1,87,161,drop_low
mid,9,3,2,low,corner,33,67,0,89,175,look_for_refresh
mid,6,1,0,high,center,284,280,1,49,88,drop_low
mid,9,1,1,high,edge,84,66,1,44,399,drop_low
mid,7,3,2,low,center,49,302,0,48,480,look_for_refresh
late,11,2,2,mid,center,311,269,0,30,545,stabilize_box
mid,10,4,2,low,center,49,274,1,13,477,look_for_refresh
mid,6,2,1,high,corner,71,153,1,43,283,take_height
early,4,2,2,high,corner,247,135,1,93,452,take_height
mid,10,2,2,low,center,496,233,0,16,82,drop_low
mid,10,2,1,high,corner,254,199,0,91,213,take_height
mid,6,2,0,mid,corner,27,229,0,26,520,stabilize_box
mid,6,1,1,high,center,149,293,1,75,134,drop_low
mid,10,1,0,mid,corner,407,66,0,47,447,stick_deadside
mid,8,3,2,high,corner,91,100,0,37,118,take_height
late,15,3,3,low,center,198,157,0,3,596,drop_low
late,11,1,1,low,corner,117,240,0,26,243,stick_deadside
mid,7,2,2,low,edge,243,160,0,98,150,drop_low
late,14,3,1,high,edge,277,164,1,97,533,take_height
early,1,4,4,high,edge,113,94,1,15,379,take_height
early,4,4,4,high,corner,420,263,1,66,525,take_height
early,3,2,1,high,edge,143,140,0,28,513,take_height
mid,9,4,4,low,edge,353,52,0,84,117,drop_low
late,14,3,1,mid,edge,380,184,0,38,576,drop_low
early,3,4,3,low,corner,42,246,0,44,317,play_frontside
late,14,3,2,low,center,246,278,0,53,12,drop_low
early,5,4,4,low,edge,383,180,0,80,90,play_frontside
late,13,3,2,mid,center,345,159,0,4,388,drop_low
mid,8,1,1,low,center,187,348,0,72,83,drop_low
early,5,3,2,low,center,21,268,0,44,396,play_frontside
mid,7,1,0,low,center,360,368,0,46,545,drop_low
mid,8,1,1,low,corner,450,150,0,84,100,stick_deadside
mid,10,3,1,high,center,238,199,1,26,457,take_height
mid,8,4,4,high,corner,318,217,1,96,328,take_height
late,14,1,0,high,center,278,212,1,13,74,drop_low
mid,10,2,0,mid,corner,387,122,0,69,96,drop_low
mid,6,1,0,low,center,465,217,0,44,92,drop_low
mid,7,3,3,high,corner,367,228,1,53,330,take_height
mid,9,1,0,low,center,140,389,0,51,175,drop_low
mid,9,4,2,low,edge,258,187,0,13,315,drop_low
mid,7,1,1,low,corner,457,144,0,41,568,stick_deadside
early,3,3,1,low,corner,477,209,1,11,497,play_frontside
early,4,4,2,low,corner,67,293,0,37,269,play_frontside
mid,6,4,2,mid,edge,13,132,1,60,428,look_for_refresh
early,1,4,2,mid,center,245,156,1,32,35,play_frontside
mid,10,2,1,low,center,182,249,1,45,119,drop_low
mid,10,3,1,low,corner,331,152,0,18,371,drop_low
early,1,3,2,high,center,380,175,0,93,568,take_height
mid,9,4,2,low,edge,45,110,0,79,451,look_for_refresh
mid,9,1,1,low,edge,288,171,0,20,309,drop_low
late,13,3,1,high,center,246,357,1,44,357,take_height
mid,9,2,0,low,corner,284,241,0,36,376,drop_low
late,15,3,3,low,corner,305,230,0,69,105,drop_low
mid,6,3,3,mid,corner,337,228,0,37,390,stabilize_box
early,2,5,3,low,corner,409,153,0,33,176,play_frontside
mid,9,1,0,mid,corner,67,214,0,82,106,stick_deadside
late,13,3,2,high,corner,372,267,1,19,592,take_height
mid,8,1,1,low,center,27,283,0,51,163,look_for_refresh
late,11,3,3,mid,edge,45,93,0,32,267,look_for_refresh
late,11,3,2,mid,center,417,343,1,22,563,stabilize_box
early,3,2,0,low,edge,138,48,0,1,279,drop_low
early,2,3,1,mid,edge,10,53,0,54,303,play_frontside
mid,9,1,1,low,corner,73,74,0,89,587,stick_deadside
mid,10,3,2,mid,edge,71,100,1,20,127,look_for_refresh
late,15,1,0,low,corner,375,62,0,58,246,stick_deadside
late,11,1,1,mid,center,429,163,0,35,234,drop_low
mid,10,2,0,low,corner,340,279,0,70,585,drop_low
early,2,5,3,high,edge,155,178,1,70,439,take_height
late,12,1,0,low,corner,281,243,1,61,137,stick_deadside
mid,10,3,3,mid,corner,26,171,1,63,556,look_for_refresh
late,15,1,0,mid,edge,289,66,1,61,149,drop_low
mid,6,2,1,mid,corner,107,182,0,57,56,drop_low
mid,10,4,2,mid,center,461,323,0,3,356,stabilize_box
early,1,3,2,mid,edge,236,187,1,95,257,play_frontside
mid,9,3,1,high,edge,472,135,0,99,63,take_height
mid,8,4,4,high,edge,395,49,1,45,63,take_height
mid,7,4,4,low,edge,252,90,1,15,29,drop_low
early,2,2,2,mid,corner,488,271,0,17,552,stabilize_box
mid,10,4,2,high,edge,210,122,0,15,568,take_height
late,11,1,0,high,center,403,384,0,5,300,drop_low
early,5,5,5,high,center,446,160,1,86,215,take_height
early,2,2,0,mid,corner,482,276,0,46,141,stabilize_box
early,4,4,3,low,center,188,134,0,11,507,play_frontside
mid,9,4,3,mid,edge,462,50,0,64,561,drop_low
mid,10,4,3,mid,edge,279,182,0,92,499,drop_low
mid,7,4,2,mid,center,243,352,1,14,502,stabilize_box
early,2,2,0,mid,corner,121,51,1,39,587,drop_low
mid,10,1,0,high,center,495,268,1,67,191,drop_low
mid,6,4,4,mid,edge,497,146,0,55,49,drop_low
mid,7,3,1,high,edge,75,104,1,42,363,take_height
late,13,1,1,mid,center,347,399,1,75,496,stabilize_box
early,1,4,4,low,corner,358,299,0,94,277,play_frontside
mid,10,1,1,mid,center,446,262,0,5,47,stabilize_box
mid,8,4,2,high,center,254,352,0,52,216,take_height
mid,7,2,2,low,edge,254,93,0,22,230,drop_low
mid,7,2,0,low,center,477,119,0,77,323,drop_low
mid,6,4,2,high,corner,457,250,0,44,421,take_height
late,15,3,3,low,center,81,262,0,85,225,look_for_refresh
early,4,3,3,mid,corner,366,297,0,59,287,play_frontside
early,1,5,5,mid,edge,58,160,1,25,46,play_frontside
mid,6,4,2,mid,center,355,337,1,21,14,stabilize_box
mid,10,2,0,mid,center,199,219,0,92,375,stabilize_box
mid,6,4,4,low,center,302,206,0,64,333,drop_low
early,1,3,3,mid,center,186,349,1,68,166,play_frontside
early,1,2,1,mid,center,461,383,0,93,507,stabilize_box
late,12,2,2,mid,edge,170,143,0,47,117,drop_low
early,4,4,3,low,corner,159,286,0,35,566,play_frontside
mid,9,1,0,mid,corner,79,81,0,87,439,stick_deadside
early,1,5,3,low,corner,42,258,0,7,304,play_frontside
mid,8,4,2,low,center,293,364,0,56,457,drop_low
early,1,5,4,low,corner,353,155,0,52,271,play_frontside
mid,7,1,0,low,center,269,315,0,46,216,drop_low
early,2,3,3,high,edge,331,151,0,9,113,take_height
late,14,2,1,low,edge,86,85,0,58,16,look_for_refresh
early,3,3,3,high,center,119,213,0,23,216,take_height
mid,8,4,2,high,center,314,260,1,3,427,take_height
late,13,1,1,mid,corner,393,275,0,61,135,stick_deadside
mid,10,4,2,low,center,148,256,0,9,43,drop_low
mid,10,4,3,mid,edge,44,63,0,53,284,look_for_refresh
mid,7,2,1,high,corner,432,271,1,68,98,take_height
mid,8,2,1,mid,center,403,279,0,49,60,stabilize_box
mid,10,1,1,low,edge,244,86,0,89,230,drop_low
late,14,1,0,mid,edge,339,79,1,70,385,drop_low
mid,7,4,2,high,corner,209,216,0,48,159,take_height
mid,10,3,1,high,center,334,174,1,82,471,take_height
mid,8,4,2,low,corner,160,90,0,7,596,drop_low
mid,7,2,0,mid,corner,43,93,0,99,208,look_for_refresh
early,1,3,3,low,edge,133,27,0,31,174,play_frontside
mid,8,2,0,low,edge,376,197,0,56,81,drop_low
late,11,3,2,high,edge,41,60,0,96,18,take_height
early,4,4,2,low,corner,281,295,0,99,291,play_frontside
mid,10,2,1,low,edge,333,132,0,61,360,drop_low
early,2,5,5,low,center,319,344,0,92,279,play_frontside
mid,10,1,1,high,corner,133,280,1,5,397,stick_deadside
early,3,5,4,high,center,421,170,0,30,142,take_height
mid,6,1,0,mid,corner,377,107,0,22,517,stick_deadside
late,11,3,3,high,edge,325,74,1,17,251,take_height
mid,6,3,3,low,center,87,378,0,10,540,look_for_refresh
mid,9,4,4,mid,corner,85,264,0,71,237,stabilize_box
late,11,1,0,mid,corner,69,216,0,68,132,stick_deadside
late,14,1,0,low,corner,94,205,1,42,306,stick_deadside
early,2,5,4,mid,corner,377,113,0,27,358,play_frontside
mid,9,1,0,high,center,89,108,0,7,285,drop_low
early,3,5,5,low,edge,383,188,0,23,293,play_frontside
late,14,1,0,low,corner,181,162,0,75,163,stick_deadside
late,13,3,1,low,corner,267,161,0,8,419,drop_low
mid,9,4,3,low,center,288,195,0,8,468,drop_low
late,13,3,1,high,edge,230,183,0,5,570,take_height
mid,6,2,0,mid,corner,55,262,0,71,507,stabilize_box
mid,6,2,2,mid,corner,82,265,0,86,478,stabilize_box
early,1,5,5,high,center,63,134,1,100,362,take_height
late,13,2,1,low,corner,336,75,0,2,312,drop_low
early,4,3,3,mid,corner,230,228,0,88,245,play_frontside
late,13,3,1,mid,edge,390,125,0,51,477,drop_low
late,15,1,0,mid,center,346,386,0,66,436,stabilize_box
mid,10,1,0,high,center,18,180,0,12,250,drop_low
early,2,2,1,high,edge,335,50,0,47,22,take_height
mid,9,1,1,mid,center,181,186,0,55,477,drop_low
mid,9,2,0,high,corner,93,82,1,26,572,drop_low
mid,7,2,2,low,center,339,100,0,45,511,drop_low
early,4,3,3,low,corner,338,149,1,62,336,play_frontside
late,14,1,1,low,corner,21,117,1,70,342,stick_deadside
mid,10,4,4,low,center,490,253,0,87,338,drop_low
mid,9,4,3,mid,edge,41,154,0,2,480,look_for_refresh
mid,6,1,0,mid,edge,427,80,1,26,42,drop_low
mid,7,2,1,high,center,348,342,0,14,74,take_height
mid,7,1,0,mid,corner,298,72,0,82,22,stick_deadside
mid,7,1,0,mid,corner,329,119,0,57,220,stick_deadside
late,15,1,0,low,edge,313,68,0,32,79,drop_low
mid,6,1,0,low,center,281,183,0,62,235,drop_low
late,14,2,2,mid,center,187,321,0,78,157,stabilize_box
late,13,1,0,mid,edge,123,114,0,30,327,drop_low
early,1,5,3,high,edge,416,164,1,13,114,take_height
late,11,2,0,low,edge,35,91,0,40,587,look_for_refresh
early,4,5,5,low,corner,246,58,0,31,275,play_frontside
late,11,3,2,mid,edge,319,29,1,37,381,drop_low
mid,9,4,4,low,edge,181,181,0,45,20,drop_low
late,12,3,2,low,corner,242,298,1,86,209,drop_low
late,13,2,0,mid,center,46,337,1,59,594,stabilize_box
late,15,2,2,low,corner,274,178,1,28,160,drop_low
late,11,2,2,mid,edge,487,65,1,61,573,drop_low
mid,6,3,2,low,corner,22,157,0,19,38,look_for_refresh
early,3,4,3,low,center,325,101,0,43,118,play_frontside
mid,6,1,0,mid,corner,115,218,0,59,390,stick_deadside
early,3,3,1,high,edge,135,85,0,16,377,take_height
mid,6,4,3,mid,corner,345,199,0,69,376,drop_low
mid,9,3,1,high,corner,393,117,1,44,581,take_height
late,14,3,2,low,center,139,359,0,66,595,drop_low
mid,9,3,2,high,edge,488,152,0,10,42,take_height
late,13,3,1,low,corner,325,193,0,47,470,drop_low
early,2,4,3,mid,corner,265,257,0,19,458,play_frontside
late,11,1,0,mid,edge,450,168,0,84,130,drop_low
late,14,1,0,high,center,124,343,0,93,28,drop_low
mid,9,3,2,mid,edge,308,36,0,89,326,drop_low
mid,10,2,1,low,corner,412,297,0,81,509,drop_low
late,13,3,3,low,center,133,362,0,51,325,drop_low
early,5,4,3,high,corner,265,284,1,13,160,take_height
mid,9,2,2,mid,corner,148,114,1,63,516,drop_low
mid,9,3,2,high,center,215,263,1,16,254,take_height
early,4,4,2,low,center,56,103,0,53,248,play_frontside
mid,6,2,0,low,edge,226,195,0,35,353,drop_low
early,4,5,5,low,corner,328,117,0,100,398,play_frontside
early,4,4,3,high,center,400,332,1,59,582,take_height
early,3,3,3,mid,center,472,189,0,39,203,play_frontside
late,12,2,1,high,edge,359,87,0,67,302,take_height
mid,10,3,2,low,corner,132,130,0,73,148,drop_low
late,12,1,0,mid,corner,40,120,0,61,221,stick_deadside
mid,7,2,2,mid,center,481,214,0,50,560,stabilize_box
mid,9,4,2,low,center,64,306,0,53,263,look_for_refresh
mid,6,2,0,high,corner,162,101,0,46,296,drop_low
mid,10,1,0,high,edge,465,34,1,52,315,drop_low
early,3,5,5,high,corner,295,174,1,29,292,take_height
mid,10,1,0,mid,edge,45,50,0,5,31,look_for_refresh
early,3,2,1,low,corner,315,176,0,67,44,drop_low
mid,9,2,2,low,center,407,364,1,74,555,drop_low
mid,7,4,3,high,edge,294,29,1,95,134,take_height
early,4,2,2,low,corner,420,226,0,75,349,drop_low
early,3,3,3,mid,edge,382,180,0,81,219,play_frontside
late,14,1,0,mid,center,265,149,0,40,450,drop_low
mid,7,2,0,mid,edge,187,152,0,72,504,drop_low
early,1,2,2,high,center,45,341,1,2,86,take_height
late,12,1,1,low,corner,263,258,0,68,251,stick_deadside
early,3,2,2,low,corner,171,125,0,62,265,drop_low
mid,8,1,1,low,corner,30,201,0,80,523,stick_deadside
late,15,1,0,mid,corner,303,143,1,58,80,stick_deadside
early,3,5,4,low,corner,84,285,0,85,461,play_frontside
early,1,3,3,low,corner,490,207,0,69,252,play_frontside
early,3,3,1,high,center,216,322,1,58,18,take_height
mid,10,4,3,high,edge,469,55,1,35,256,take_height
early,2,3,1,low,corner,481,120,0,14,245,play_frontside
mid,10,2,0,mid,corner,187,155,0,15,153,drop_low
early,2,4,4,high,center,391,207,1,6,500,take_height
mid,8,2,1,low,corner,46,295,0,16,458,look_for_refresh
late,11,1,1,low,corner,468,151,0,87,542,stick_deadside
late,15,2,2,low,corner,129,248,0,95,115,drop_low
mid,10,1,0,mid,edge,412,142,0,46,447,drop_low
mid,6,2,0,low,edge,127,85,0,63,353,drop_low
mid,10,2,0,high,center,10,110,1,12,541,drop_low
mid,9,1,1,mid,center,218,302,1,41,322,stabilize_box
mid,6,3,3,mid,center,433,301,0,19,459,stabilize_box
early,5,3,3,low,center,320,197,1,76,226,play_frontside
late,14,2,2,mid,center,217,215,0,77,361,stabilize_box
mid,9,3,3,mid,center,163,380,1,2,531,stabilize_box
early,1,3,3,high,corner,259,220,0,20,112,take_height
mid,10,1,1,high,corner,180,179,1,95,212,stick_deadside
mid,9,2,2,mid,center,324,111,0,9,233,drop_low
late,11,3,2,high,edge,316,52,1,21,159,take_height
mid,8,1,0,high,center,116,226,0,8,572,drop_low
late,12,1,0,high,edge,152,72,0,39,324,drop_low
early,2,3,2,low,edge,17,111,0,37,93,play_frontside
mid,7,4,4,low,corner,103,103,0,29,248,drop_low
mid,8,3,3,low,center,407,132,0,83,141,drop_low
early,5,2,0,mid,center,106,269,0,35,404,stabilize_box
mid,9,3,1,mid,edge,499,163,0,38,404,drop_low
late,13,1,0,mid,edge,16,59,0,90,414,look_for_refresh
early,3,3,1,high,center,283,162,1,75,440,take_height
mid,7,4,3,high,corner,21,121,1,100,233,take_height
early,3,3,3,high,edge,11,183,1,35,193,take_height
early,2,2,2,low,corner,443,75,0,68,99,drop_low
early,1,2,0,mid,edge,358,104,0,3,113,drop_low
late,14,2,2,low,edge,414,192,0,12,536,drop_low
late,11,3,3,low,center,16,166,1,32,281,look_for_refresh
late,14,1,0,low,center,484,192,0,47,523,drop_low
mid,10,4,2,low,center,21,152,1,63,350,look_for_refresh
early,4,3,3,mid,center,349,193,0,26,316,play_frontside
mid,9,1,0,high,corner,66,144,0,43,500,stick_deadside
mid,9,2,2,low,edge,87,62,0,77,537,look_for_refresh
late,13,3,2,mid,edge,83,175,0,44,436,look_for_refresh
early,5,4,4,mid,edge,242,119,0,38,523,play_frontside
mid,10,3,1,low,corner,288,90,0,29,593,drop_low
early,2,4,2,mid,edge,39,124,1,55,444,play_frontside
mid,10,1,0,low,edge,376,27,0,52,208,drop_low
mid,9,4,4,mid,corner,323,190,0,19,276,drop_low
mid,7,4,3,mid,corner,104,240,0,35,497,stabilize_box
mid,10,2,0,low,corner,317,259,1,48,297,drop_low
mid,7,4,3,low,edge,65,142,0,91,374,look_for_refresh
mid,9,3,3,mid,center,19,154,0,60,575,look_for_refresh
late,12,2,2,high,edge,412,44,1,31,184,take_height
late,14,3,2,low,corner,156,191,0,3,32,drop_low
late,14,3,1,mid,edge,373,192,1,35,283,drop_low
late,11,1,0,mid,corner,96,108,1,88,432,stick_deadside
mid,6,2,1,high,center,262,351,1,52,519,take_height
mid,6,4,4,high,center,196,331,1,71,462,take_height
mid,6,1,1,mid,corner,437,229,1,51,368,stick_deadside
mid,9,2,2,mid,edge,242,53,0,56,252,drop_low
late,13,2,2,high,corner,262,117,0,99,166,take_height
early,4,4,2,mid,center,452,225,0,21,529,play_frontside
late,12,2,2,low,center,233,202,0,1,371,drop_low
mid,6,2,1,low,center,349,320,0,53,598,drop_low
mid,6,3,2,high,corner,13,220,1,6,103,take_height
mid,6,2,1,high,corner,362,122,0,98,594,take_height
late,12,3,2,low,edge,121,44,0,82,126,drop_low
mid,6,4,4,mid,corner,202,268,1,62,38,stabilize_box
mid,6,3,1,mid,edge,150,148,1,89,348,drop_low
early,3,4,4,low,edge,332,27,0,79,213,play_frontside
mid,8,4,2,high,corner,149,91,0,47,319,take_height
early,2,3,3,low,corner,358,80,0,96,426,play_frontside
mid,6,4,2,low,center,448,349,0,50,247,drop_low
mid,8,2,1,mid,edge,454,120,1,82,286,drop_low
mid,7,3,2,mid,edge,104,130,0,31,231,drop_low
early,3,2,0,low,center,50,271,0,64,320,look_for_refresh
early,3,5,3,mid,edge,429,177,0,29,512,play_frontside
mid,8,2,0,mid,corner,11,70,0,15,521,look_for_refresh
early,3,3,2,low,edge,287,154,0,58,225,play_frontside
early,5,5,4,low,edge,159,119,0,23,506,play_frontside
early,1,4,4,mid,corner,50,233,0,38,107,play_frontside
late,14,1,0,low,corner,360,293,0,41,331,stick_deadside
mid,7,2,0,high,corner,125,143,1,75,5,drop_low
mid,8,1,0,high,corner,129,198,0,15,468,stick_deadside
mid,6,3,2,high,edge,246,98,1,87,516,take_height
mid,7,3,1,low,center,279,192,0,3,163,drop_low
late,12,1,0,high,corner,358,235,0,83,531,stick_deadside
mid,10,1,0,mid,corner,300,113,1,1,82,stick_deadside
early,1,2,0,low,edge,443,84,0,88,481,drop_low
early,2,2,2,low,center,18,262,0,75,516,look_for_refresh
early,3,2,1,low,center,248,139,1,94,187,drop_low
mid,7,2,1,mid,corner,127,71,0,11,146,drop_low
late,12,3,2,mid,edge,361,75,0,60,152,drop_low
mid,6,1,1,low,edge,324,26,0,65,363,drop_low
early,1,3,2,mid,corner,321,153,1,76,93,play_frontside
early,4,2,1,low,corner,484,188,0,4,31,drop_low
late,15,3,2,mid,corner,19,96,1,25,540,look_for_refresh
mid,10,4,3,mid,corner,34,208,1,72,49,stabilize_box
late,11,2,2,high,center,182,292,0,79,258,take_height
mid,6,4,2,high,edge,234,50,0,43,518,take_height
mid,10,1,0,mid,center,20,377,0,94,541,stabilize_box
early,1,3,2,mid,edge,110,26,0,40,410,play_frontside
early,2,2,2,mid,center,274,343,0,96,156,stabilize_box
mid,6,3,2,high,edge,400,169,1,99,546,take_height
late,11,1,0,low,edge,336,110,0,85,440,drop_low
mid,7,3,1,low,corner,427,87,0,95,237,drop_low
mid,7,2,2,low,center,92,118,0,100,368,look_for_refresh
early,4,4,2,mid,center,285,139,0,91,57,play_frontside
late,13,2,1,mid,corner,379,192,1,44,175,drop_low
late,14,1,1,high,center,499,103,1,72,214,drop_low
mid,7,2,0,low,center,354,132,0,59,27,drop_low
late,11,3,2,mid,edge,270,182,0,23,119,drop_low
mid,9,4,4,high,center,377,264,1,62,147,take_height
mid,9,3,2,high,edge,230,162,0,23,265,take_height
mid,7,4,2,mid,center,320,272,1,58,403,stabilize_box
late,11,3,2,mid,edge,228,191,0,55,258,drop_low
mid,7,3,3,low,center,98,194,0,33,189,look_for_refresh
early,4,2,1,high,edge,494,96,1,77,499,take_height
mid,7,3,1,low,center,24,233,0,63,239,look_for_refresh
late,15,1,1,high,center,255,223,1,60,327,drop_low
early,1,3,3,mid,center,185,215,1,99,70,play_frontside
mid,7,3,1,mid,center,13,112,0,61,25,look_for_refresh
mid,8,2,1,low,corner,343,85,0,80,582,drop_low
mid,10,4,3,mid,corner,385,209,0,76,156,stabilize_box
mid,9,3,1,mid,corner,378,218,0,61,219,stabilize_box
late,12,1,1,low,edge,474,177,0,95,561,drop_low
early,5,5,3,mid,corner,30,80,0,69,379,play_frontside
early,1,2,2,high,corner,217,176,0,89,194,take_height
early,1,2,2,mid,edge,483,82,1,21,40,drop_low
late,14,1,0,mid,corner,146,138,0,3,597,stick_deadside
mid,7,1,0,low,center,331,300,0,48,343,drop_low
mid,6,3,3,mid,corner,372,229,0,10,503,stabilize_box
late,11,2,1,low,edge,472,156,0,87,450,drop_low
late,14,2,0,mid,edge,428,81,1,81,336,drop_low
late,12,1,0,high,edge,225,58,0,42,4,drop_low
late,14,1,1,mid,center,377,208,0,99,517,stabilize_box
mid,8,2,2,low,edge,126,134,0,89,497,drop_low
late,13,2,2,mid,corner,188,95,0,66,226,drop_low
mid,9,1,0,mid,corner,255,244,1,91,150,stick_deadside
late,11,2,2,mid,corner,137,146,1,46,238,drop_low
mid,6,1,0,high,center,367,356,1,9,103,drop_low
late,13,2,1,high,center,87,374,0,49,175,take_height
mid,10,2,0,mid,center,238,186,0,4,461,drop_low
early,5,2,2,mid,corner,302,221,0,60,34,stabilize_box
mid,8,2,0,low,center,271,384,0,90,518,drop_low
late,12,3,3,low,edge,91,158,0,96,440,look_for_refresh
late,13,3,2,mid,center,351,310,1,29,285,stabilize_box
early,1,3,3,mid,edge,347,128,1,86,225,play_frontside
early,5,4,4,mid,corner,316,163,0,47,565,play_frontside
early,3,5,5,mid,edge,75,170,0,77,257,play_frontside
mid,10,4,4,low,center,105,351,0,87,59,drop_low
late,12,1,1,mid,corner,154,269,0,63,246,stick_deadside
early,5,2,2,low,corner,74,254,0,31,519,look_for_refresh
mid,8,3,2,low,center,18,361,0,51,214,look_for_refresh
late,14,1,0,high,edge,406,186,1,41,590,drop_low
mid,9,3,1,low,center,493,204,0,36,216,drop_low
mid,7,1,1,mid,corner,366,219,1,40,403,stick_deadside
mid,10,4,2,low,edge,195,157,0,95,283,drop_low
mid,7,3,2,high,center,167,373,0,60,573,take_height
mid,10,3,2,mid,center,40,329,0,15,573,stabilize_box
mid,6,1,1,low,center,160,122,0,78,215,drop_low
mid,9,1,1,mid,corner,328,214,1,99,382,stick_deadside
late,12,1,0,mid,center,251,380,0,88,45,stabilize_box
mid,6,1,0,high,center,165,106,0,30,172,drop_low
late,12,3,1,low,edge,68,155,0,30,221,look_for_refresh
early,5,3,1,high,center,19,352,1,27,385,take_height
mid,7,2,0,high,center,354,232,0,40,95,drop_low
early,1,4,4,high,center,133,373,1,78,44,take_height
early,5,4,3,mid,edge,365,54,0,45,228,play_frontside
mid,7,4,2,mid,edge,355,70,0,75,574,drop_low
late,14,3,2,mid,center,291,132,0,47,317,drop_low
early,2,2,1,high,edge,246,130,1,90,335,take_height
mid,10,1,0,mid,center,342,134,1,56,467,drop_low
late,12,2,0,mid,center,26,209,0,54,297,stabilize_box
early,2,4,4,mid,corner,433,237,0,85,545,play_frontside
mid,6,3,2,mid,center,333,396,0,9,489,stabilize_box
mid,10,1,0,high,corner,32,55,1,65,215,stick_deadside
mid,9,1,0,low,edge,428,45,0,70,524,drop_low
early,5,4,3,high,corner,468,189,0,1,2,take_height
mid,10,1,0,mid,edge,469,195,0,86,207,drop_low
late,15,3,2,high,center,18,134,1,13,341,take_height
mid,8,4,2,mid,center,216,293,0,38,407,stabilize_box
early,4,2,1,mid,center,54,273,1,45,306,stabilize_box
late,13,1,0,high,corner,430,274,1,40,507,stick_deadside
early,4,4,2,low,center,462,392,0,95,469,play_frontside
mid,8,4,4,high,corner,412,104,1,15,558,take_height
early,2,3,2,mid,center,340,300,0,50,495,play_frontside
late,13,2,2,mid,center,466,272,0,2,261,stabilize_box
mid,7,3,1,low,edge,492,88,0,53,578,drop_low
mid,10,1,0,mid,corner,36,118,0,95,582,stick_deadside
early,3,5,4,low,corner,406,192,1,26,364,play_frontside
